cnpj_base,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,pais,data_inicio_atividade,cnae_principal,cnaes_secundarios,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,ddd1,telefone1,ddd2,telefone2,ddd_fax,fax,email1,email2,email3
15771726,2905,96,2,DISTRIBUIDORA DO BAIRRO,08,20230531,MUDANCA ENDERECO,,,20140730,2431188,"6300386,6006389",RUA,SETEMBRO,989,GALPAO,INDUSTRIAL,49622-531,SE,2800308,79,54569461,,,,,contato@distribuidoraracaj.com.br,,
42380756,0002,38,2,MERCADINHO EIRELI,02,20050513,REORGANIZACAO SOCIETARIA,,,19960426,2733772,"5909731,7241344,8494553,1671680",ALAMEDA,DOS ANDRADAS,755,ANDAR 3,JARDIM AMÉRICA,59667-147,RN,2408102,84,69395757,,,,,contato@mercadinhoeinatal.com.br,,
03699901,7013,69,2,MERCADINHO ME,08,20130303,,,,20071114,5853459,4225132,ESTRADA,PAULISTA,8946,,VILA NOVA,01737-504,SP,3550308,11,95807720,,,,,contato@mercadinhomesãopau.com.br,,
18779454,0670,95,2,GLOBAL ME,08,20140210,,,,20131230,6977831,"2772412,1655430",TRAVESSA,PAULISTA,8045,SALA 101,SANTO ANTÔNIO,57874-114,AL,2704302,82,34386872,,,,,contato@globalmemaceió.com.br,contato@globalme2maceió.com.br,
52693102,6411,18,2,MERCADINHO DO BAIRRO,08,20000311,REGULARIZACAO,,,20080627,2539787,"7207663,6953864",RODOVIA,FLORES,2226,ANDAR 3,SANTO ANTÔNIO,40314-277,BA,2927408,71,93083436,,,71,87902580,contato@mercadinhodosalvad.com.br,,
48696474,0245,41,1,GAMA EIRELI,02,20200613,,,,20040626,9469051,"3775583,9294312,3324203,7044970",ALAMEDA,TIRADENTES,1545,,INDUSTRIAL,20133-242,RJ,3304557,21,43443934,,,,,contato@gamaeireliriodej.com.br,,
52034297,0111,75,1,LOJA POPULAR,08,20150928,REGULARIZACAO,,,20150308,8415069,"7402198,7359918,2010145",ESTRADA,FLORES,2342,,SÃO JOSÉ,80919-905,PR,4106902,41,37149415,41,71572893,,,contato@lojapopularcuriti.com.br,,
41441443,9173,37,2,BETA EXPRESS,08,20111112,REGULARIZACAO,,,19911028,6461002,8225735,AVENIDA,TIRADENTES,3172,SALA 101,CENTRO,58299-014,PB,2507507,83,39436230,,,,,contato@betaexpressjoãope.com.br,contato@betaexpress2joãope.com.br,
79710971,8531,17,2,GLOBAL CENTRAL,08,20231022,MUDANCA ENDERECO,,,20131221,1655280,"5542785,8158963,4670949,7646386",ALAMEDA,PAULISTA,6683,FUNDOS,SÃO JOSÉ,57324-454,AL,2704302,82,43542749,,,,,contato@globalcentramaceió.com.br,,
13666517,0808,50,1,GLOBAL EXPRESS,02,20011219,REORGANIZACAO SOCIETARIA,,,20080430,6540273,"1123593,9363254,6783205",RUA,FLORES,4717,ANDAR 3,INDUSTRIAL,29459-072,ES,3205002,27,28474650,,,,,contato@globalexpresserra.com.br,,
71172117,8611,03,2,DISTRIBUIDORA POPULAR,08,20180130,MUDANCA ENDERECO,,,20220604,4005760,"1546906,6060185,2479265,3156924",TRAVESSA,DOS ANDRADAS,5193,,VILA NOVA,90196-008,RS,4314902,51,30641625,,,,,contato@distribuidorportoa.com.br,,
97003202,2560,51,2,SERVTEC LTDA,08,20120228,REGULARIZACAO,,,20140717,3240187,"8536963,7867947",RUA,DOS ANDRADAS,4100,,JARDIM AMÉRICA,70880-807,DF,5300108,61,84033503,,,,,contato@servtecltdabrasíl.com.br,contato@servtecltda2brasíl.com.br,contato@servtecltda3brasíl.com.br
92183538,5166,80,1,DISTRIBUIDORA POPULAR,08,20080623,REGULARIZACAO,,,19960619,8655204,6868881,TRAVESSA,RIO BRANCO,906,LOJA 2,INDUSTRIAL,25352-908,RJ,3301702,21,31029460,21,25233562,,,contato@distribuidorduqued.com.br,,contato@distribuidorduqued.com.br
95085049,0916,53,2,MERCADINHO EIRELI,02,20111203,REORGANIZACAO SOCIETARIA,,,19920625,8736398,"5688824,4823436,7601699",RODOVIA,FLORES,8815,FUNDOS,INDUSTRIAL,36881-639,MG,3136702,32,23783587,,,,,contato@mercadinhoeijuizde.com.br,,
04540411,0380,65,2,GLOBAL POPULAR,08,20141027,,,,20200128,1194811,"8109252,8991382,6983759,2721694",RUA,PAULISTA,2853,SALA 101,SANTA LUZIA,60207-525,CE,2304400,85,54663279,85,64768710,,,contato@globalpopulafortal.com.br,,contato@globalpopulafortal.com.br
34830643,7883,42,2,MERCADINHO CENTRAL,08,20220805,REORGANIZACAO SOCIETARIA,,,20050720,9266372,"2428023,8749762,1209039,5519039",RODOVIA,DOS ANDRADAS,4973,SALA 101,SÃO JOSÉ,80396-224,PR,4106902,41,93517360,,,,,contato@mercadinhocecuriti.com.br,,
73752831,1671,39,2,MERCADINHO DO BAIRRO,02,20230822,MUDANCA ENDERECO,,,20040707,9240065,"4223760,4747665",ESTRADA,SETEMBRO,2367,,SANTO ANTÔNIO,25762-902,RJ,3301702,21,70559067,,,,,contato@mercadinhododuqued.com.br,,
89981866,4900,13,2,COMERCIAL POPULAR,08,20200616,REGULARIZACAO,,,19981029,6184391,3441323,RODOVIA,BRASIL,8838,,BOA VISTA,30082-063,MG,3106200,31,95327333,31,71993278,,,contato@comercialpopbeloho.com.br,,
18249386,1004,92,2,MERCADINHO POPULAR,08,20140503,,,,20130131,1849941,3486019,TRAVESSA,TIRADENTES,3066,LOJA 2,CENTRO,68700-719,AP,1600303,96,99774250,96,54109736,,,contato@mercadinhopomacapá.com.br,,
98472321,5756,48,2,LOJA EIRELI,02,20091220,,,,20120306,2398013,9911631,AVENIDA,TIRADENTES,8987,FUNDOS,SÃO JOSÉ,29931-956,ES,3205200,27,77103894,,,,,contato@lojaeirelivilave.com.br,contato@lojaeireli2vilave.com.br,
71128739,8401,90,2,SERVTEC DO BAIRRO,08,20250721,REORGANIZACAO SOCIETARIA,,,19980828,3856577,8205162,ALAMEDA,GETULIO VARGAS,5895,FUNDOS,BOA VISTA,64859-311,PI,2211001,86,77136422,86,80254416,86,32796481,contato@servtecdobaiteresi.com.br,,
67905900,5928,04,2,LOJA POPULAR,02,20150821,MUDANCA ENDERECO,,,20000621,9148174,8649491,AVENIDA,PAULISTA,5983,FUNDOS,CENTRO,87266-049,PR,4115200,44,64168535,,,,,contato@lojapopularmaring.com.br,,
78424934,9307,19,2,SERVTEC LTDA,02,20210423,MUDANCA ENDERECO,,,20021005,5880715,"8136101,4954709,1070695,6470974",TRAVESSA,TIRADENTES,1984,ANDAR 3,JARDIM AMÉRICA,69336-022,RR,1400100,95,98831921,,,,,contato@servtecltdaboavis.com.br,,
04823024,5112,56,1,COMERCIAL ME,08,20020614,REORGANIZACAO SOCIETARIA,,,20220520,8235893,"7637288,7686290,2129684,2693982",RUA,RIO BRANCO,2064,LOJA 2,SÃO JOSÉ,68471-788,AP,1600303,96,47988758,,,,,contato@comercialmemacapá.com.br,,
54057311,2637,43,2,GAMA CENTRAL,08,20070208,MUDANCA ENDERECO,,,20110218,9716879,5998709,TRAVESSA,SETEMBRO,1980,SALA 101,SANTA LUZIA,24469-193,RJ,3303302,21,63454548,,,,,contato@gamacentralniteró.com.br,contato@gamacentral2niteró.com.br,
93094393,2375,63,2,BETA EXPRESS,02,20221221,REGULARIZACAO,,,20010118,2154453,"1843193,5410987,9662995,3879210",ESTRADA,BRASIL,4610,GALPAO,JARDIM AMÉRICA,30520-715,MG,3106200,31,35373815,,,,,contato@betaexpressbeloho.com.br,,
15629452,0600,31,1,COMERCIAL EXPRESS,08,20230511,REGULARIZACAO,,,19970420,5693503,"6073383,4766972",ALAMEDA,FLORES,2863,GALPAO,SÃO JOSÉ,66665-778,PA,1501402,91,60383229,,,,,contato@comercialexpbelém.com.br,,
78171386,4062,38,1,GLOBAL ME,02,20151225,,,,20200122,7777346,3646331,RODOVIA,BRASIL,53,ANDAR 3,VILA NOVA,01270-343,SP,3550308,11,60584760,,,,,contato@globalmesãopau.com.br,,
91224613,4625,55,1,SERVTEC EIRELI,08,20041009,MUDANCA ENDERECO,,,20141216,1958270,"8102725,1549500",AVENIDA,GETULIO VARGAS,1825,GALPAO,BOA VISTA,89184-456,SC,4209102,47,64578924,,,47,73245301,contato@servteceireljoinvi.com.br,,
81422985,3134,52,2,LOJA EXPRESS,08,20050919,REORGANIZACAO SOCIETARIA,,,19920225,2002446,"7172128,2441484,6281577",ALAMEDA,GETULIO VARGAS,3891,LOJA 2,BOA VISTA,07765-295,SP,3518800,11,51863573,11,28705539,,,contato@lojaexpressguarul.com.br,,
49857000,1367,50,2,SERVTEC CENTRAL,02,20170913,,,,20210402,2925020,"7335497,4256161,8124981",ALAMEDA,PAULISTA,7750,FUNDOS,INDUSTRIAL,74115-633,GO,5208707,62,86367228,,,,,contato@servteccentrgoiâni.com.br,,
16998396,7038,28,2,LOJA MAX,08,20140408,REORGANIZACAO SOCIETARIA,,,19980815,8400489,2910166,ALAMEDA,SETEMBRO,2700,ANDAR 3,SÃO JOSÉ,68536-810,AP,1600303,96,27273104,,,,,contato@lojamaxmacapá.com.br,,
05283535,4749,05,1,GAMA CENTRAL,02,20100402,REORGANIZACAO SOCIETARIA,,,20030718,1568574,"9256349,8189377",ALAMEDA,RIO BRANCO,1835,GALPAO,SANTA LUZIA,96046-376,RS,4314407,53,35354381,,,,,contato@gamacentralpelota.com.br,,
19897391,3161,82,2,LOJA DO BAIRRO,02,20090515,REORGANIZACAO SOCIETARIA,,,20170320,2425223,"1391119,8581189,8301771",TRAVESSA,FLORES,1248,GALPAO,CENTRO,20852-992,RJ,3304557,21,67272919,,,,,contato@lojadobairroriodej.com.br,,
05065840,4036,55,1,SERVTEC POPULAR,08,20120621,,,,20100428,3215206,"4405761,9867852",ALAMEDA,SETEMBRO,74,FUNDOS,INDUSTRIAL,79543-607,MS,5002704,67,30907053,,,,,contato@servtecpopulcampog.com.br,,
59246169,5824,47,2,MERCADINHO CENTRAL,02,20151016,REORGANIZACAO SOCIETARIA,,,20240129,9204517,"4384961,5744860",AVENIDA,RIO BRANCO,4232,GALPAO,SANTO ANTÔNIO,87414-285,PR,4115200,44,36636102,,,,,contato@mercadinhocemaring.com.br,,
08128062,4856,94,2,DISTRIBUIDORA MAX,08,20080731,REORGANIZACAO SOCIETARIA,,,20080518,2141021,"4816070,9026401,1195541",RUA,GETULIO VARGAS,4001,SALA 101,SÃO JOSÉ,36750-993,MG,3136702,32,86299109,32,78503263,,,contato@distribuidorjuizde.com.br,,
22377279,3004,22,2,COMERCIAL MAX,02,20230816,MUDANCA ENDERECO,,,20210217,6267998,"5752091,9411054",ESTRADA,DOS ANDRADAS,558,FUNDOS,BOA VISTA,57217-427,AL,2704302,82,90064176,82,47556427,,,contato@comercialmaxmaceió.com.br,,
45714253,5636,39,1,LOJA ME,08,20120702,,,,20160924,6621804,3418639,RODOVIA,RIO BRANCO,592,FUNDOS,VILA NOVA,88927-553,SC,4205407,48,98041266,48,71504605,,,contato@lojamefloria.com.br,,
66715403,5489,41,1,BETA DO BAIRRO,02,20090224,REGULARIZACAO,,,20120814,5380577,9154356,TRAVESSA,BRASIL,2353,,SANTA LUZIA,80292-311,PR,4106902,41,82169933,,,,,contato@betadobairrocuriti.com.br,,
19074067,6999,78,1,ALFA EXPRESS,02,20160404,REGULARIZACAO,,,19971109,4540276,"8079509,2512803,6134647,3124111",RODOVIA,FLORES,4313,SALA 101,SANTO ANTÔNIO,69114-817,AM,1302603,92,92931155,,,,,contato@alfaexpressmanaus.com.br,contato@alfaexpress2manaus.com.br,
86943996,3350,21,1,SERVTEC DO BAIRRO,08,20120705,,,,20031223,1548037,"5542809,9366848,1597706",RUA,BRASIL,3860,,BOA VISTA,74162-836,GO,5208707,62,52201372,,,,,contato@servtecdobaigoiâni.com.br,,
35340646,4763,66,1,COMERCIAL EXPRESS,08,20230914,REORGANIZACAO SOCIETARIA,,,20160627,3103149,"1342671,6811069,7671563,3545616",RUA,RIO BRANCO,1395,SALA 101,JARDIM AMÉRICA,64608-695,PI,2211001,86,24664003,,,,,contato@comercialexpteresi.com.br,,
31419300,7110,36,2,GLOBAL EIRELI,02,20070219,REORGANIZACAO SOCIETARIA,,,20131222,3161357,"3338135,8844403",ALAMEDA,GETULIO VARGAS,7820,SALA 101,SANTO ANTÔNIO,95906-371,RS,4305108,54,83637162,,,,,contato@globaleirelicaxias.com.br,,
76165809,9514,32,2,SERVTEC EIRELI,08,20050228,REORGANIZACAO SOCIETARIA,,,20211221,5045816,"9736658,2917320",RUA,DOS ANDRADAS,276,SALA 101,SANTA LUZIA,49952-742,SE,2800308,79,30539020,79,73855799,79,36955524,contato@servteceirelaracaj.com.br,,
27137254,3399,68,2,BETA POPULAR,08,20110826,MUDANCA ENDERECO,,,20051101,7804662,9546155,RODOVIA,FLORES,3132,GALPAO,CENTRO,29903-091,ES,3205200,27,24782217,27,26262384,,,contato@betapopularvilave.com.br,,
90981717,4206,86,2,DISTRIBUIDORA POPULAR,02,20010407,,,,20120903,2005156,"5255021,1808421,5901120,8865829",ALAMEDA,SETEMBRO,5012,GALPAO,CENTRO,49695-249,SE,2800308,79,45192091,,,,,contato@distribuidoraracaj.com.br,,
29315792,4873,73,2,LOJA POPULAR,02,20170619,REORGANIZACAO SOCIETARIA,,,20251201,7818104,"3905976,4892541",ALAMEDA,TIRADENTES,8266,,CENTRO,20062-207,RJ,3304557,21,69232129,21,21831043,,,contato@lojapopularriodej.com.br,,
26602463,1364,70,2,LOJA DO BAIRRO,08,20231112,MUDANCA ENDERECO,,,20180325,3502013,7263327,RUA,TIRADENTES,2294,LOJA 2,VILA NOVA,86200-604,PR,4113700,43,60465746,,,,,contato@lojadobairrolondri.com.br,,
94471891,1163,55,2,BRASIL ME,02,20110223,REGULARIZACAO,,,20060203,6422236,"7043615,3703567,6317759,4100458",ALAMEDA,DOS ANDRADAS,2637,GALPAO,SANTO ANTÔNIO,65895-820,MA,2111300,98,39879033,,,,,contato@brasilmesãoluí.com.br,,
98494936,2213,32,1,BETA EIRELI,02,20250718,MUDANCA ENDERECO,,,19990105,4722869,"3357178,5546140",ALAMEDA,GETULIO VARGAS,47,SALA 101,SANTO ANTÔNIO,89083-214,SC,4209102,47,55948938,,,,,contato@betaeirelijoinvi.com.br,,
41205656,2616,28,2,BRASIL POPULAR,08,20110903,REGULARIZACAO,,,20121122,8550563,"8661913,2032334",TRAVESSA,TIRADENTES,9862,,JARDIM AMÉRICA,38700-002,MG,3170206,34,22516342,,,,,contato@brasilpopulauberlâ.com.br,,
11029788,0203,24,2,MERCADINHO CENTRAL,08,20120228,REORGANIZACAO SOCIETARIA,,,20141229,2555710,3613349,AVENIDA,TIRADENTES,6686,LOJA 2,SÃO JOSÉ,90871-402,RS,4314902,51,23075464,51,50155841,,,contato@mercadinhoceportoa.com.br,,
02996498,3816,13,2,DISTRIBUIDORA LTDA,02,20181029,REGULARIZACAO,,,20130620,9103696,6188063,ESTRADA,PAULISTA,2777,LOJA 2,SÃO JOSÉ,29754-398,ES,3205200,27,56291706,,,27,94235333,contato@distribuidorvilave.com.br,,
65849538,3881,06,2,BRASIL EXPRESS,08,20080716,REGULARIZACAO,,,20170516,4931615,"3074910,1372144,2868132,9505020",RODOVIA,PAULISTA,8304,GALPAO,SÃO JOSÉ,07502-661,SP,3518800,11,43024322,,,,,contato@brasilexpresguarul.com.br,,
85473479,0667,72,1,COMERCIAL ME,08,20070831,REORGANIZACAO SOCIETARIA,,,19980613,5430467,"8143470,3207341",ESTRADA,RIO BRANCO,9030,FUNDOS,SÃO JOSÉ,49060-605,SE,2800308,79,23058163,,,79,79036829,contato@comercialmearacaj.com.br,contato@comercialme2aracaj.com.br,
12710620,4341,95,2,LOJA DO BAIRRO,02,20100425,REGULARIZACAO,,,19940729,1917972,"5754498,7909762,6166094,4552447",TRAVESSA,SETEMBRO,7950,GALPAO,INDUSTRIAL,32083-318,MG,3118601,31,40551865,31,37066284,,,contato@lojadobairrocontag.com.br,contato@lojadobairrocontag.com.br,
24579074,4674,21,1,BETA MAX,08,20140301,MUDANCA ENDERECO,,,19920717,9181512,8162878,ESTRADA,PAULISTA,2620,SALA 101,INDUSTRIAL,66011-374,PA,1501402,91,25958788,,,,,contato@betamaxbelém.com.br,,
34588001,0058,12,1,GLOBAL LTDA,08,20090114,REORGANIZACAO SOCIETARIA,,,20200123,2085861,"1497393,1449220,1361659",RUA,DOS ANDRADAS,9603,LOJA 2,CENTRO,66000-738,PA,1501402,91,64715939,,,,,contato@globalltdabelém.com.br,contato@globalltda2belém.com.br,
19167924,8283,28,2,DISTRIBUIDORA POPULAR,08,20010102,,,,20120517,9595007,"8489165,5045956",ALAMEDA,GETULIO VARGAS,7309,LOJA 2,JARDIM AMÉRICA,76632-721,RO,1100205,69,49145332,,,,,contato@distribuidorportov.com.br,,
77772435,6008,91,1,GAMA MAX,02,20071212,REGULARIZACAO,,,20020219,7008394,"7460035,9747281",TRAVESSA,FLORES,8267,SALA 101,JARDIM AMÉRICA,66499-738,PA,1501402,91,97018152,,,,,contato@gamamaxbelém.com.br,,
68079303,1983,17,2,BETA EIRELI,08,20021003,REGULARIZACAO,,,20120303,8626620,"5617925,7254701",TRAVESSA,FLORES,4605,,VILA NOVA,64839-413,PI,2211001,86,92891711,,,,,contato@betaeireliteresi.com.br,contato@betaeireli2teresi.com.br,
59253806,7200,47,2,BETA EXPRESS,02,20030921,REGULARIZACAO,,,19900401,3828700,"7848839,5445934",TRAVESSA,FLORES,7663,SALA 101,INDUSTRIAL,74708-218,GO,5208707,62,88179499,,,,,contato@betaexpressgoiâni.com.br,,
32391790,4621,96,1,DISTRIBUIDORA POPULAR,02,20021215,REGULARIZACAO,,,19990516,2573650,"9186922,7744270,8987455,9148804",ESTRADA,DOS ANDRADAS,1471,,SANTA LUZIA,65250-616,MA,2111300,98,95874217,,,,,contato@distribuidorsãoluí.com.br,,
55191965,4227,54,2,COMERCIAL EXPRESS,02,20050714,REORGANIZACAO SOCIETARIA,,,20171117,4344464,9701461,ALAMEDA,FLORES,4015,SALA 101,INDUSTRIAL,29428-102,ES,3205200,27,57169788,,,27,66128855,contato@comercialexpvilave.com.br,,
87100873,5930,65,1,ALFA CENTRAL,02,20100115,,,,19901231,6210432,"9295418,5558113,7272128,2840945",ALAMEDA,GETULIO VARGAS,6675,ANDAR 3,VILA NOVA,01798-668,SP,3550308,11,57631330,,,,,contato@alfacentralsãopau.com.br,contato@alfacentral2sãopau.com.br,
88588969,4234,36,1,SERVTEC POPULAR,02,20121005,REORGANIZACAO SOCIETARIA,,,20160523,2458005,"2811495,7565534,6773481",ESTRADA,BRASIL,1939,LOJA 2,SANTO ANTÔNIO,25552-715,RJ,3301702,21,77921039,,,,,contato@servtecpopulduqued.com.br,,
27147735,1405,67,2,DISTRIBUIDORA ME,02,20031207,REORGANIZACAO SOCIETARIA,,,19931203,6309755,8935923,RUA,PAULISTA,2277,FUNDOS,SANTA LUZIA,76608-760,RO,1100205,69,66506416,69,62984721,,,contato@distribuidorportov.com.br,,
89885119,3572,19,2,SERVTEC POPULAR,08,20050804,REGULARIZACAO,,,19980715,5723217,"8602247,5586166,1090831",ALAMEDA,FLORES,8434,SALA 101,SANTA LUZIA,95875-785,RS,4305108,54,66104657,,,,,contato@servtecpopulcaxias.com.br,,
50883133,6215,71,1,BRASIL LTDA,02,20151030,,,,20250105,8392850,"8475976,9142741,1699223,6674071",AVENIDA,RIO BRANCO,830,ANDAR 3,VILA NOVA,69733-971,AM,1302603,92,87987022,,,,,contato@brasilltdamanaus.com.br,contato@brasilltda2manaus.com.br,
82797925,4643,59,1,DISTRIBUIDORA DO BAIRRO,02,20020516,REORGANIZACAO SOCIETARIA,,,19911202,2605573,"2696452,4132288,2208028",ALAMEDA,SETEMBRO,5049,FUNDOS,VILA NOVA,89642-671,SC,4209102,47,74605585,47,53918710,,,contato@distribuidorjoinvi.com.br,contato@distribuidorjoinvi.com.br,
92769843,3604,25,1,SERVTEC EIRELI,02,20100729,,,,19961225,2549791,"5073046,1161413,7840497",ALAMEDA,PAULISTA,761,FUNDOS,SÃO JOSÉ,29064-472,ES,3205002,27,70812712,,,,,contato@servteceirelserra.com.br,contato@servteceirelserra.com.br,
78655565,3616,77,2,SERVTEC CENTRAL,02,20031028,MUDANCA ENDERECO,,,19970816,6042252,"5813197,3524983,5890302",ESTRADA,FLORES,897,LOJA 2,SANTA LUZIA,95876-127,RS,4305108,54,91796683,,,,,contato@servteccentrcaxias.com.br,,
46429845,6613,81,1,MERCADINHO MAX,08,20161222,MUDANCA ENDERECO,,,20040517,8106472,8000060,ESTRADA,RIO BRANCO,5348,SALA 101,JARDIM AMÉRICA,96764-105,RS,4314407,53,59079922,,,,,contato@mercadinhomapelota.com.br,,
13937037,2660,87,2,ALFA ME,08,20140115,,,,19951109,8870886,"2929338,3888968",AVENIDA,PAULISTA,3184,FUNDOS,BOA VISTA,74711-135,GO,5208707,62,36504307,,,,,contato@alfamegoiâni.com.br,,
14736212,3478,00,2,GAMA POPULAR,02,20220713,REORGANIZACAO SOCIETARIA,,,19900204,4426899,"1308309,6707608",ESTRADA,DOS ANDRADAS,6368,SALA 101,BOA VISTA,68397-982,AP,1600303,96,76837130,96,70367819,96,96378977,contato@gamapopularmacapá.com.br,,
82356498,0543,76,1,COMERCIAL POPULAR,08,20111213,,,,19960107,1851113,"3361306,5877721,4090454",AVENIDA,FLORES,8461,SALA 101,SANTO ANTÔNIO,77313-502,TO,1721000,63,63345713,,,,,contato@comercialpoppalmas.com.br,contato@comercialpoppalmas.com.br,
13933601,2543,01,2,BRASIL EIRELI,02,20070716,REGULARIZACAO,,,19990307,9303526,"6439077,5344359,9170579",ALAMEDA,GETULIO VARGAS,262,GALPAO,JARDIM AMÉRICA,77544-035,TO,1721000,63,26137599,,,,,contato@brasileirelipalmas.com.br,,
76032818,2004,58,2,GLOBAL POPULAR,02,20240309,,,,20040404,9345155,"9641722,1611374",AVENIDA,SETEMBRO,5574,GALPAO,VILA NOVA,95655-071,RS,4305108,54,86128083,,,,,contato@globalpopulacaxias.com.br,,
13988411,4078,58,2,GAMA MAX,08,20220506,REORGANIZACAO SOCIETARIA,,,20020520,3030999,"5930655,7284723,3321920,1556990",ALAMEDA,FLORES,3880,LOJA 2,SANTA LUZIA,86946-661,PR,4113700,43,64764255,43,72898607,,,contato@gamamaxlondri.com.br,,
13069567,6287,80,2,GAMA ME,02,20160131,MUDANCA ENDERECO,,,20070530,2970292,9301123,ESTRADA,PAULISTA,5363,ANDAR 3,SÃO JOSÉ,96912-075,RS,4314407,53,90672435,53,26773818,,,contato@gamamepelota.com.br,,
13189160,3853,39,1,BRASIL LTDA,08,20131010,,,,20210509,7866246,"5959222,7587328,1159943",RODOVIA,RIO BRANCO,5194,SALA 101,INDUSTRIAL,58810-899,PB,2507507,83,83136710,83,74606688,,,contato@brasilltdajoãope.com.br,,
51184556,7324,02,1,COMERCIAL DO BAIRRO,02,20091023,REORGANIZACAO SOCIETARIA,,,20020327,7281067,"9327297,3227552,7549232,9844877",AVENIDA,SETEMBRO,3838,GALPAO,CENTRO,87037-502,PR,4115200,44,67245938,,,,,contato@comercialdobmaring.com.br,,
39429425,4865,02,1,ALFA CENTRAL,08,20140125,REGULARIZACAO,,,20070108,3076429,9544755,RODOVIA,BRASIL,6711,FUNDOS,SANTA LUZIA,76499-175,RO,1100205,69,80897273,,,,,contato@alfacentralportov.com.br,,
14169933,4732,50,1,SERVTEC ME,02,20220603,MUDANCA ENDERECO,,,19910615,3524557,"4999917,1034724,4490461,8146321",ESTRADA,DOS ANDRADAS,1498,LOJA 2,VILA NOVA,76081-266,RO,1100205,69,79794550,69,55122968,,,contato@servtecmeportov.com.br,,
47108327,0152,95,2,MERCADINHO EXPRESS,02,20100222,MUDANCA ENDERECO,,,20120715,7957951,"7484430,3953309,4435769",TRAVESSA,DOS ANDRADAS,5556,GALPAO,VILA NOVA,74664-077,GO,5208707,62,31732554,,,,,contato@mercadinhoexgoiâni.com.br,,
90922655,7553,29,2,GAMA LTDA,02,20000625,REGULARIZACAO,,,20240302,5290982,"7020704,2051715,7028791",AVENIDA,PAULISTA,891,LOJA 2,INDUSTRIAL,25297-625,RJ,3301702,21,53015504,21,56507878,,,contato@gamaltdaduqued.com.br,contato@gamaltda2duqued.com.br,
14342707,0234,15,1,MERCADINHO CENTRAL,02,20180921,,,,20170215,1291952,"5195495,9720869",AVENIDA,RIO BRANCO,3975,SALA 101,JARDIM AMÉRICA,76352-349,RO,1100205,69,20049258,,,,,contato@mercadinhoceportov.com.br,,
80982530,4720,04,1,ALFA EXPRESS,02,20030801,MUDANCA ENDERECO,,,19960531,8889798,"1463032,8595094,1784674",ESTRADA,PAULISTA,5708,SALA 101,SANTO ANTÔNIO,69664-863,RR,1400100,95,55178553,,,,,contato@alfaexpressboavis.com.br,,
91668550,4372,28,1,SERVTEC MAX,02,20050212,,,,19960813,8555845,4870106,AVENIDA,SETEMBRO,5273,LOJA 2,CENTRO,70040-324,DF,5300108,61,85876579,61,97026829,,,contato@servtecmaxbrasíl.com.br,,
67867463,9364,06,1,SERVTEC POPULAR,02,20160726,REORGANIZACAO SOCIETARIA,,,20050504,7642370,"8890901,1429243",AVENIDA,SETEMBRO,5000,FUNDOS,CENTRO,88885-637,SC,4205407,48,77587199,48,63159446,,,contato@servtecpopulfloria.com.br,,
00398968,5020,38,2,BETA CENTRAL,08,20080617,,,,19951110,2416593,"8433809,8753569,6026550",ESTRADA,PAULISTA,7531,LOJA 2,SÃO JOSÉ,07433-335,SP,3518800,11,92912353,11,63931515,,,contato@betacentralguarul.com.br,contato@betacentral2guarul.com.br,
80276859,0877,76,2,SERVTEC LTDA,08,20050802,REORGANIZACAO SOCIETARIA,,,20200223,6538563,"7298430,7792419,2843740",TRAVESSA,SETEMBRO,1390,LOJA 2,SÃO JOSÉ,58807-234,PB,2507507,83,84828573,83,99447409,,,contato@servtecltdajoãope.com.br,contato@servtecltda2joãope.com.br,
58573496,1598,03,1,GAMA MAX,02,20231117,MUDANCA ENDERECO,,,20000623,5117884,"9048300,3796132,1854672",TRAVESSA,TIRADENTES,998,ANDAR 3,BOA VISTA,68623-647,AP,1600303,96,48569513,,,,,contato@gamamaxmacapá.com.br,,
12136253,3324,17,2,GAMA EXPRESS,02,20111018,MUDANCA ENDERECO,,,20220416,2040548,"5893608,7441786",RODOVIA,PAULISTA,4928,,CENTRO,59024-925,RN,2408102,84,86253035,84,33879507,,,contato@gamaexpressnatal.com.br,,
94541635,6296,37,2,GAMA EXPRESS,08,20190615,,,,19911010,7678013,"1325623,4927334,9306585",RUA,RIO BRANCO,6963,GALPAO,VILA NOVA,01177-676,SP,3550308,11,44002851,,,,,contato@gamaexpresssãopau.com.br,,
70372542,7013,45,2,MERCADINHO DO BAIRRO,08,20240305,REGULARIZACAO,,,19990514,4584177,"9395621,7731166,5188253",RUA,PAULISTA,1031,FUNDOS,BOA VISTA,50140-262,PE,2611606,81,41963031,,,,,contato@mercadinhodorecife.com.br,contato@mercadinhodorecife.com.br,
95797833,6494,70,2,GAMA EXPRESS,02,20050530,,,,19950714,2021559,"5243381,8500064,8134960",TRAVESSA,FLORES,6521,,SANTO ANTÔNIO,74303-973,GO,5208707,62,86887470,,,,,contato@gamaexpressgoiâni.com.br,,
81994194,0294,92,2,BETA CENTRAL,08,20250819,REGULARIZACAO,,,19981110,4220867,"1153273,9738521,3664784,2423816",ALAMEDA,RIO BRANCO,7331,FUNDOS,BOA VISTA,89719-223,SC,4209102,47,76072251,,,,,contato@betacentraljoinvi.com.br,,
